#PROFILE,#PRIVILEGE_NAME,#FROM,#TO,#MAPPED_PRIVILEGE_NAME
tv,http://tizen.org/privilege/d2d.admin,3,9.9,http://tizen.org/privilege/d2d.admin
tv,http://tizen.org/privilege/d2d.appcontrol,3,9.9,http://tizen.org/privilege/d2d.appcontrol
tv,http://tizen.org/privilege/d2d.datasharing,3,9.9,http://tizen.org/privilege/d2d.datasharing
tv,http://tizen.org/privilege/datasharing,2.4,9.9,http://tizen.org/privilege/datasharing
tv,http://tizen.org/privilege/display,2.4,9.9,http://tizen.org/privilege/display
tv,http://tizen.org/privilege/download,2.4,9.9,http://tizen.org/privilege/download
tv,http://tizen.org/privilege/email,2.4,9.9,http://tizen.org/privilege/email
tv,http://tizen.org/privilege/email.admin,2.4,9.9,http://tizen.org/privilege/email.admin
tv,http://tizen.org/privilege/externalstorage,2.4,9.9,http://tizen.org/privilege/externalstorage
tv,http://tizen.org/privilege/externalstorage.appdata,2.4,9.9,http://tizen.org/privilege/externalstorage.appdata
tv,http://tizen.org/privilege/haptic,2.4,9.9,http://tizen.org/privilege/haptic
tv,http://tizen.org/privilege/healthinfo,2.4,9.9,http://tizen.org/privilege/healthinfo
tv,http://tizen.org/privilege/ime,2.4,9.9,http://tizen.org/privilege/ime
tv,http://tizen.org/privilege/imemanager,2.4,9.9,http://tizen.org/privilege/imemanager
tv,http://tizen.org/privilege/inputgenerator,2.4,9.9,http://tizen.org/privilege/inputgenerator
tv,http://tizen.org/privilege/internet,2.4,9.9,http://tizen.org/privilege/internet
tv,http://tizen.org/privilege/keygrab,2.4,9.9,http://tizen.org/privilege/keygrab
tv,http://tizen.org/privilege/keymanager,2.4,9.9,http://tizen.org/privilege/keymanager
tv,http://tizen.org/privilege/led,2.4,9.9,http://tizen.org/privilege/led
tv,http://tizen.org/privilege/location,2.4,9.9,http://tizen.org/privilege/location
tv,http://tizen.org/privilege/location,2.4,9.9,http://tizen.org/privilege/internal/buxton/location
tv,http://tizen.org/privilege/location.enable,2.4,9.9,http://tizen.org/privilege/location.enable
tv,http://tizen.org/privilege/location.enable,2.4,9.9,http://tizen.org/privilege/internal/buxton/location
tv,http://tizen.org/privilege/mapservice,2.4,9.9,http://tizen.org/privilege/mapservice
tv,http://tizen.org/privilege/mediacontroller.client,2.4,9.9,http://tizen.org/privilege/mediacontroller.client
tv,http://tizen.org/privilege/mediacontroller.server,2.4,9.9,http://tizen.org/privilege/mediacontroller.server
tv,http://tizen.org/privilege/mediahistory.read,2.4,9.9,http://tizen.org/privilege/mediahistory.read
tv,http://tizen.org/privilege/mediastorage,2.4,9.9,http://tizen.org/privilege/mediastorage
tv,http://tizen.org/privilege/message.read,2.4,9.9,http://tizen.org/privilege/message.read
tv,http://tizen.org/privilege/message.read,2.4,9.9,http://tizen.org/privilege/internal/buxton/message.read
tv,http://tizen.org/privilege/message.write,2.4,9.9,http://tizen.org/privilege/message.write
tv,http://tizen.org/privilege/minicontrol.provider,2.4,9.9,http://tizen.org/privilege/minicontrol.provider
tv,http://tizen.org/privilege/network.get,2.4,9.9,http://tizen.org/privilege/network.get
tv,http://tizen.org/privilege/network.get,2.4,9.9,http://tizen.org/privilege/internal/buxton/network.get
tv,http://tizen.org/privilege/network.profile,2.4,9.9,http://tizen.org/privilege/network.profile
tv,http://tizen.org/privilege/network.set,2.4,9.9,http://tizen.org/privilege/network.set
tv,http://tizen.org/privilege/network.set,2.4,9.9,http://tizen.org/privilege/internal/buxton/network.get
tv,http://tizen.org/privilege/nfc,2.4,9.9,http://tizen.org/privilege/nfc
tv,http://tizen.org/privilege/nfc,2.4,9.9,http://tizen.org/privilege/internal/buxton/nfc
tv,http://tizen.org/privilege/nfc.admin,2.4,9.9,http://tizen.org/privilege/nfc.admin
tv,http://tizen.org/privilege/nfc.admin,2.4,9.9,http://tizen.org/privilege/internal/buxton/nfc
tv,http://tizen.org/privilege/nfc.admin,2.4,9.9,http://tizen.org/privilege/internal/buxton/nfc.cardemulation
tv,http://tizen.org/privilege/nfc.cardemulation,2.4,9.9,http://tizen.org/privilege/nfc.cardemulation
tv,http://tizen.org/privilege/nfc.cardemulation,2.4,9.9,http://tizen.org/privilege/internal/buxton/nfc.cardemulation
tv,http://tizen.org/privilege/notification,2.4,9.9,http://tizen.org/privilege/notification
tv,http://tizen.org/privilege/packagemanager.admin,2.4,9.9,http://tizen.org/privilege/packagemanager.admin
tv,http://tizen.org/privilege/packagemanager.clearcache,2.4,9.9,http://tizen.org/privilege/packagemanager.clearcache
tv,http://tizen.org/privilege/packagemanager.info,2.4,9.9,http://tizen.org/privilege/packagemanager.info
tv,http://tizen.org/privilege/power,2.4,9.9,http://tizen.org/privilege/power
tv,http://tizen.org/privilege/push,2.4,9.9,http://tizen.org/privilege/push
tv,http://tizen.org/privilege/reboot,2.4,9.9,http://tizen.org/privilege/reboot
tv,http://tizen.org/privilege/recorder,2.4,9.9,http://tizen.org/privilege/recorder
tv,http://tizen.org/privilege/recorder,2.4,9.9,http://tizen.org/privilege/internal/buxton/camcorder
tv,http://tizen.org/privilege/screenshot,2.4,9.9,http://tizen.org/privilege/screenshot
tv,http://tizen.org/privilege/secureelement,2.4,9.9,http://tizen.org/privilege/secureelement
tv,http://tizen.org/privilege/shortcut,2.4,9.9,http://tizen.org/privilege/shortcut
tv,http://tizen.org/privilege/systemmonitor,2.4,9.9,http://tizen.org/privilege/systemmonitor
tv,http://tizen.org/privilege/systemsettings.admin,2.4,9.9,http://tizen.org/privilege/systemsettings.admin
tv,http://tizen.org/privilege/telephony,2.4,9.9,http://tizen.org/privilege/telephony
tv,http://tizen.org/privilege/telephony.admin,2.4,9.9,http://tizen.org/privilege/telephony.admin
tv,http://tizen.org/privilege/telephony.admin,2.4,9.9,http://tizen.org/privilege/internal/buxton/telephony
tv,http://tizen.org/privilege/tethering.admin,2.4,9.9,http://tizen.org/privilege/tethering.admin
tv,http://tizen.org/privilege/volume.set,2.4,9.9,http://tizen.org/privilege/volume.set
tv,http://tizen.org/privilege/web-history.admin,2.4,9.9,http://tizen.org/privilege/web-history.admin
tv,http://tizen.org/privilege/widget.viewer,2.4,9.9,http://tizen.org/privilege/widget.viewer
tv,http://tizen.org/privilege/wifidirect,2.4,9.9,http://tizen.org/privilege/wifidirect
tv,http://tizen.org/privilege/window.priority.set,2.4,9.9,http://tizen.org/privilege/window.priority.set
tv,http://tizen.org/privilege/internal/default/public,2.4,9.9,http://tizen.org/privilege/internal/default/public
tv,http://tizen.org/privilege/internal/default/partner,2.4,9.9,http://tizen.org/privilege/internal/default/public
tv,http://tizen.org/privilege/internal/default/partner,2.4,9.9,http://tizen.org/privilege/internal/default/partner
tv,http://tizen.org/privilege/internal/default/platform,2.4,9.9,http://tizen.org/privilege/internal/default/public
tv,http://tizen.org/privilege/internal/default/platform,2.4,9.9,http://tizen.org/privilege/internal/default/partner
tv,http://tizen.org/privilege/internal/default/platform,2.4,9.9,http://tizen.org/privilege/internal/default/platform
